question_id,question,answer_preview,cluster,rank,chunk_id,policy_name,page,section,match_score,chunk_preview,relevant
q090,Are honest errors in research interpretation considered misconduct?,No. Honest errors and differences in interpretations do not constitute research ,Academic Integrity/Misconduct,2,a8e49217,Academic Integrity Policy,5.0,In addition to relevant examples of academic misconduct listed above ,9,"Academic Integrity Policy Section 3.2 In addition to relevant examples of academic misconduct listed above  (plagiarism,",1
q090,Are honest errors in research interpretation considered misconduct?,No. Honest errors and differences in interpretations do not constitute research ,Academic Integrity/Misconduct,3,fa8746bf,Academic Integrity Policy,4.0,The University has fundamental core values that we expect students to ,8,Academic Integrity Policy Section 1.1 The University has fundamental core values that we expect students to  Introductio,0
q090,Are honest errors in research interpretation considered misconduct?,No. Honest errors and differences in interpretations do not constitute research ,Academic Integrity/Misconduct,4,36808c2b,Academic Integrity Policy,5.0,Any attempt to gain an unfair advantage in an assessment. ,8,Academic Integrity Policy Section .6 Any attempt to gain an unfair advantage in an assessment.    .7 Dishonesty: when in,0
q090,Are honest errors in research interpretation considered misconduct?,No. Honest errors and differences in interpretations do not constitute research ,Academic Integrity/Misconduct,5,654d0bc1,Academic Regulations and Policies Handbook 2025 26 English Nov25,10.0,,8,Student Study and Engagement  - Student Support Intervention Policy and Procedure  Taught students:  - Student Attendanc,0
q091,How is the overall degree result calculated for MSc programmes at COMSC?,"For MSc programmes, the taught stage contributes 50% and the dissertation stage ",General Academic Regulations,1,bd2642dc,COMSC School Handbook 25 26,30.0,How your degree works ,27,COMSC School Handbook 25 26 Section 14 How your degree works    14.1 Calculation of Overall Degree Results  Your degree ,1
q091,How is the overall degree result calculated for MSc programmes at COMSC?,"For MSc programmes, the taught stage contributes 50% and the dissertation stage ",General Academic Regulations,2,06d95062,Academic Regulations and Policies Handbook 2025 26 English Nov25,53.0,Stage ,17,Academic Regulations and Policies Handbook 2025 26 English Nov25 Section 1 Stage  Progression Exam Board  at the end of ,1
q091,How is the overall degree result calculated for MSc programmes at COMSC?,"For MSc programmes, the taught stage contributes 50% and the dissertation stage ",General Academic Regulations,3,32b08416,Academic Regulations and Policies Handbook 2025 26 English Nov25,81.0,The Marking and Moderation Policy will specify further information regarding ,17,Academic Regulations and Policies Handbook 2025 26 English Nov25 Section 9.6 The Marking and Moderation Policy will spec,0
q091,How is the overall degree result calculated for MSc programmes at COMSC?,"For MSc programmes, the taught stage contributes 50% and the dissertation stage ",General Academic Regulations,4,9b476049,Academic Regulations and Policies Handbook 2025 26 English Nov25,60.0,"For each postgraduate taught programme, one of the below classification ",15,"Academic Regulations and Policies Handbook 2025 26 English Nov25 Section 5.25 For each postgraduate taught programme, on",0
q091,How is the overall degree result calculated for MSc programmes at COMSC?,"For MSc programmes, the taught stage contributes 50% and the dissertation stage ",General Academic Regulations,5,45cd67a7,COMSC School Handbook 25 26,33.0,Progression ,15,COMSC School Handbook 25 26 Section 14.5.4 Progression  Note: this simplified guidance is to be read in conjunction with,0
q092,How is the overall degree result calculated for MSc programmes with a placement at COMSC?,"For MSc programmes with Placement or Professional Placement Year, the taught mod",General Academic Regulations,1,bd2642dc,COMSC School Handbook 25 26,30.0,How your degree works ,31,COMSC School Handbook 25 26 Section 14 How your degree works    14.1 Calculation of Overall Degree Results  Your degree ,1
q092,How is the overall degree result calculated for MSc programmes with a placement at COMSC?,"For MSc programmes with Placement or Professional Placement Year, the taught mod",General Academic Regulations,2,9b476049,Academic Regulations and Policies Handbook 2025 26 English Nov25,60.0,"For each postgraduate taught programme, one of the below classification ",21,"Academic Regulations and Policies Handbook 2025 26 English Nov25 Section 5.25 For each postgraduate taught programme, on",1
q092,How is the overall degree result calculated for MSc programmes with a placement at COMSC?,"For MSc programmes with Placement or Professional Placement Year, the taught mod",General Academic Regulations,3,32c438f0,Academic Regulations and Policies Handbook 2025 26 English Nov25,40.0,"To progress to the next stage of their programme, students must have ",19,Academic Regulations and Policies Handbook 2025 26 English Nov25 Section 4.7 To progress to the next stage of their prog,0
q092,How is the overall degree result calculated for MSc programmes with a placement at COMSC?,"For MSc programmes with Placement or Professional Placement Year, the taught mod",General Academic Regulations,4,c097c6fd,Academic Regulations and Policies Handbook 2025 26 English Nov25,41.0,,19,At the end  of level 5  240 credits  (including 120 at level 5 or  above)  210 credits  (including 90 at level 5 or  abo,0
q092,How is the overall degree result calculated for MSc programmes with a placement at COMSC?,"For MSc programmes with Placement or Professional Placement Year, the taught mod",General Academic Regulations,5,45cd67a7,COMSC School Handbook 25 26,33.0,Progression ,18,COMSC School Handbook 25 26 Section 14.5.4 Progression  Note: this simplified guidance is to be read in conjunction with,0
q093,What percentage does Year 2 contribute to the BSc Computer Science degree at COMSC?,Year 2 contributes 30% to the BSc Computer Science degree.,General Academic Regulations,1,bd2642dc,COMSC School Handbook 25 26,30.0,How your degree works ,22,COMSC School Handbook 25 26 Section 14 How your degree works    14.1 Calculation of Overall Degree Results  Your degree ,1
q093,What percentage does Year 2 contribute to the BSc Computer Science degree at COMSC?,Year 2 contributes 30% to the BSc Computer Science degree.,General Academic Regulations,2,a45846a6,COMSC School Handbook 25 26,36.0,Additional Information for Integrated Degree Students ,21,COMSC School Handbook 25 26 Section 14.11 Additional Information for Integrated Degree Students  The weighting of the MS,1
q093,What percentage does Year 2 contribute to the BSc Computer Science degree at COMSC?,Year 2 contributes 30% to the BSc Computer Science degree.,General Academic Regulations,3,3527b566,COMSC School Handbook 25 26,24.0,Welcome to the School of Computer Science and Informatics ,13,COMSC School Handbook 25 26 Section 12 Welcome to the School of Computer Science and Informatics  You are part of a vibr,0
q093,What percentage does Year 2 contribute to the BSc Computer Science degree at COMSC?,Year 2 contributes 30% to the BSc Computer Science degree.,General Academic Regulations,4,76e7b85c,COMSC School Handbook 25 26,37.0,Useful contacts ,13,"COMSC School Handbook 25 26 Section 14.12 Useful contacts  The names, email addresses and telephone numbers of all staff",0
q093,What percentage does Year 2 contribute to the BSc Computer Science degree at COMSC?,Year 2 contributes 30% to the BSc Computer Science degree.,General Academic Regulations,5,ef137b6c,COMSC School Handbook 25 26,39.0,Course-Based Societies ,13,COMSC School Handbook 25 26 Section 15.4 Course-Based Societies  Please refer to the Student Union Society page.  16 Sup,0
q094,What percentage does Year 3 contribute to the BSc Computer Science degree at COMSC?,Year 3 contributes 70% to the BSc Computer Science degree.,General Academic Regulations,1,bd2642dc,COMSC School Handbook 25 26,30.0,How your degree works ,22,COMSC School Handbook 25 26 Section 14 How your degree works    14.1 Calculation of Overall Degree Results  Your degree ,1
q094,What percentage does Year 3 contribute to the BSc Computer Science degree at COMSC?,Year 3 contributes 70% to the BSc Computer Science degree.,General Academic Regulations,2,a45846a6,COMSC School Handbook 25 26,36.0,Additional Information for Integrated Degree Students ,21,COMSC School Handbook 25 26 Section 14.11 Additional Information for Integrated Degree Students  The weighting of the MS,1
